dex_number	internal_id	species_name	form_name	form_type	lineage_id	evo_stage	form_key	sprite_key	evolves_from	evolves_into	evo_method_id	evo_method_text	evo_param	evo_param_item	evo_item_obtainable	type_1	type_2	hp	atk	def	spa	spd	spe	bst	ability_1	ability_2	ability_hidden	levelup_moves	tm_moves	tutor_moves	egg_moves	egg_groups	held_items	availability	earliest_gate	earliest_gate_name	earliest_level	earliest_gate_basis	is_starter	starter_reobtainable	wild_obtainable	one_time_only	missable	source_record	confidence	notes
115	115	Kangaskhan	NONE	base	115	1	Kangaskhan	115	NONE	Kangaskhan	254	with the evo[3] === 2 ? 'move ' + moves[542].name : items[542].name	542	Kangaskanite	UNK	Normal	NONE	105	95	80	40	80	90	490	Inner Focus	Early Bird	Scrappy	Comet Punch:1,Leer:1,Fake Out:7,Tail Whip:10,Bite:13,Double Hit:19,Rage:22,Mega Punch:25,Chip Away:31,Dizzy Punch:34,Crunch:37,Endure:43,Outrage:46,Sucker Punch:49,Reversal:50,Seismic Toss:100	4:Roar,5:Toxic,9:Hidden Power,12:Ice Beam,13:Blizzard,16:Protect,17:Hydro Pump,20:Icy Wind,23:Thunderbolt,24:Thunder,25:Earthquake,26:Return,27:Dig,29:Shadow Ball,30:Brick Break,34:Flamethrower,37:Fire Blast,38:Rock Tomb,39:Low Kick,41:Facade,43:Rest,45:Thief,51:Focus Blast,59:Drain Punch,61:Iron Tail,64:Shadow Claw,76:Thunder Punch,79:Rock Slide,81:Sleep Talk,86:Aerial Ace,95:Bulldoze,97:Fire Punch,100:Ice Punch,120:Cut,122:Surf,123:Strength,125:Rock Smash	0:Work Up,1:Power-Up Punch,7:Uproar,50:Snowscape,74:Substitute,91:Body Slam,99:Sunny Day,101:Solar Beam,109:Sandstorm,120:Focus Punch,123:Rain Dance	Stomp,Foresight,Focus Energy,Disable,Counter,Crush Claw,Double-Edge,Endeavor,Hammer Arm,Focus Punch,Trump Card,Wish,Circle Throw	Monster,Monster	NONE	Safari Zone Area 2:wild-day:9:50-52:10|Safari Zone Area 2:wild-day:9:50-52:11|Safari Zone Area 2:wild-night:9:50-52:10|Safari Zone Area 2:wild-night:9:50-52:11	9	Koga	50	direct	FALSE	NA	TRUE	FALSE	FALSE	data.js:species[115]	Measured	derived: bst, evo_stage, earliest_gate, earliest_level, flags
116	116	Horsea	NONE	base	116	1	Horsea	116	NONE	Seadra	4	at Level 32	32	NA	NA	Water	NONE	30	40	70	70	25	60	295	Damp	Swift Swim	Sniper	Bubble:1,Leer:9,Water Gun:13,Twister:17,Bubble Beam:21,Focus Energy:26,Brine:31,Agility:36,Dragon Pulse:41,Dragon Dance:46,Hydro Pump:52	2:Flip Turn,5:Toxic,9:Hidden Power,12:Ice Beam,13:Blizzard,16:Protect,17:Hydro Pump,20:Icy Wind,26:Return,40:Liquidation,41:Facade,43:Rest,58:Dragon Pulse,81:Sleep Talk,82:Scald,90:Flash Cannon,93:Scale Shot,122:Surf,126:Waterfall	39:Dragon Dance,50:Snowscape,74:Substitute,123:Rain Dance	Flail,Aurora Beam,Disable,Splash,Dragon Rage,Dragon Breath,Signal Beam,Razor Wind,Muddy Water,Water Pulse,Clear Smog,Outrage	Water1,Dragon	Prism Scale	Route 11:wild-oldRod:2:2-4:1|Route 19:wild-oldRod:9:2-4:1|Safari Zone Area 4:wild-oldRod:9:2-4:1|Safari Zone Moltres' Den:wild-oldRod:10:2-4:1	2	Misty	2	direct	FALSE	NA	TRUE	FALSE	FALSE	data.js:species[116]	Measured	derived: bst, evo_stage, earliest_gate, earliest_level, flags
117	117	Seadra	NONE	base	116	2	Seadra	117	Horsea	Kingdra	7	with a items[176].name176 !== 101 ? '' : evo[3] === 254 ? ' (Female)' : ' (Male)'	176	Prism Scale	UNK	Water	NONE	55	65	95	95	45	85	440	Damp	Poison Touch	Sniper	Hydro Pump:1,Bubble:1,Leer:1,Water Gun:1,Leer:9,Water Gun:13,Twister:17,Bubble Beam:21,Focus Energy:26,Brine:31,Agility:38,Dragon Pulse:45,Dragon Dance:58,Hydro Pump:60	2:Flip Turn,5:Toxic,9:Hidden Power,12:Ice Beam,13:Blizzard,16:Protect,17:Hydro Pump,20:Icy Wind,26:Return,40:Liquidation,41:Facade,43:Rest,58:Dragon Pulse,81:Sleep Talk,82:Scald,90:Flash Cannon,93:Scale Shot,122:Surf,126:Waterfall	39:Dragon Dance,50:Snowscape,74:Substitute,123:Rain Dance	Flail,Aurora Beam,Disable,Splash,Dragon Rage,Dragon Breath,Signal Beam,Razor Wind,Muddy Water,Water Pulse,Clear Smog,Outrage	Water1,Dragon	Prism Scale	Safari Zone Area 2:wild-goodRod:9:27-29:1|Safari Zone Area 4:wild-goodRod:9:27-29:1|Route 10:wild-superRod:9:53-55:3|Route 10:wild-superRod:9:53-55:4|Route 11:wild-superRod:9:53-55:3|Route 19:wild-superRod:9:53-55:0|Vermilion City:wild-superRod:9:53-55:3|Safari Zone Moltres' Den:wild-goodRod:10:27-29:1|Route 20:wild-superRod:10:53-55:0|Seafoam Islands B3F:wild-superRod:10:53-55:0|Seafoam Islands B3F:wild-superRod:10:53-55:1|Seafoam Islands B4F:wild-superRod:10:53-55:0|Seafoam Islands B4F:wild-superRod:10:53-55:1	2	Misty	NA	via-evolution	FALSE	NA	TRUE	FALSE	FALSE	data.js:species[117]	Measured	derived: bst, evo_stage, earliest_gate, earliest_level, flags
118	118	Goldeen	NONE	base	118	1	Goldeen	118	NONE	Seaking	4	at Level 33	33	NA	NA	Water	NONE	45	67	60	35	50	63	320	Rain Dish	Lightning Rod	Water Veil	Peck:1,Tail Whip:1,Water Sport:1,Supersonic:5,Horn Attack:8,Flail:13,Aqua Jet:15,Aqua Ring:21,Agility:29,Waterfall:32,Soak:40,Megahorn:45	2:Flip Turn,5:Toxic,9:Hidden Power,12:Ice Beam,13:Blizzard,16:Protect,17:Hydro Pump,20:Icy Wind,26:Return,41:Facade,43:Rest,74:Knock Off,81:Sleep Talk,82:Scald,83:Poison Jab,93:Scale Shot,120:Cut,122:Surf,126:Waterfall	35:Drill Run,50:Snowscape,53:Swords Dance,74:Substitute,91:Body Slam,123:Rain Dance,125:Megahorn	Psybeam,Haze,Hydro Pump,Sleep Talk,Fishious Rend,Mud-Slap,Aqua Tail,Body Slam,Mud Shot,Skull Bash,Signal Beam	Water2,Water2	Mystic Water	Route 25:wild-goodRod:3:27-29:2|Seafoam Islands B3F:wild-oldRod:10:2-4:1|Route 23:wild-goodRod:15:27-29:1	3	Surge	27	direct	FALSE	NA	TRUE	FALSE	FALSE	data.js:species[118]	Measured	derived: bst, evo_stage, earliest_gate, earliest_level, flags
119	119	Seaking	NONE	base	118	2	Seaking	119	Goldeen	NONE	NONE	NONE	NONE	NONE	NA	Water	NONE	80	92	65	65	80	68	450	Rain Dish	Lightning Rod	Water Veil	Megahorn:1,Poison Jab:1,Peck:1,Aqua Jet:1,Supersonic:1,Supersonic:5,Horn Attack:8,Flail:13,Aqua Jet:15,Aqua Ring:21,Agility:29,Waterfall:32,Soak:46,Megahorn:54,Fishious Rend:60	2:Flip Turn,5:Toxic,9:Hidden Power,12:Ice Beam,13:Blizzard,16:Protect,17:Hydro Pump,20:Icy Wind,26:Return,41:Facade,43:Rest,74:Knock Off,81:Sleep Talk,82:Scald,83:Poison Jab,93:Scale Shot,120:Cut,122:Surf,126:Waterfall	35:Drill Run,50:Snowscape,53:Swords Dance,74:Substitute,91:Body Slam,123:Rain Dance,125:Megahorn	Psybeam,Haze,Hydro Pump,Sleep Talk,Fishious Rend,Mud-Slap,Aqua Tail,Body Slam,Mud Shot,Skull Bash,Signal Beam	Water2,Water2	Mystic Water	Safari Zone Area 4:wild-superRod:9:53-55:1|Safari Zone Moltres' Den:wild-superRod:10:53-55:1	3	Surge	NA	via-evolution	FALSE	NA	TRUE	FALSE	FALSE	data.js:species[119]	Measured	derived: bst, evo_stage, earliest_gate, earliest_level, flags
120	120	Staryu	NONE	base	120	1	Staryu	120	NONE	Starmie	7	with a items[97].name97 !== 101 ? '' : evo[3] === 254 ? ' (Female)' : ' (Male)'	97	Water Stone	UNK	Water	NONE	30	45	55	70	55	85	340	Analytic	Natural Cure	Illuminate	Tackle:1,Harden:1,Water Pulse:4,Rapid Spin:7,Recover:10,Psywave:13,Aurora Beam:16,Bubble Beam:18,Camouflage:22,Gyro Ball:24,Brine:28,Reflect Type:35,Power Gem:37,Confuse Ray:40,Psychic:42,Light Screen:46,Cosmic Power:49,Hydro Pump:53	2:Flip Turn,5:Toxic,9:Hidden Power,12:Ice Beam,13:Blizzard,15:Light Screen,16:Protect,17:Hydro Pump,20:Icy Wind,23:Thunderbolt,24:Thunder,26:Return,28:Psychic,32:Reflect,33:Teleport,41:Facade,43:Rest,72:Thunder Wave,73:Gyro Ball,81:Sleep Talk,82:Scald,90:Flash Cannon,94:Cosmic Power,101:Dazzling Gleam,122:Surf,124:Flash,126:Waterfall	27:Pain Split,50:Snowscape,74:Substitute,116:Power Gem,123:Rain Dance	NONE	Water3,Water3	Stardust,Star Piece	S.S. Anne Port:wild-goodRod:3:27-29:1|Vermilion City:wild-goodRod:3:27-29:1|Cerulean Cave 1F:wild-oldRod:12:2-4:1|Berry Forest:wild-oldRod:17:83-85:0	3	Surge	27	direct	FALSE	NA	TRUE	FALSE	FALSE	data.js:species[120]	Measured	derived: bst, evo_stage, earliest_gate, earliest_level, flags
121	121	Starmie	NONE	base	120	2	Starmie	121	Staryu	NONE	NONE	NONE	NONE	NONE	NA	Water	Psychic	60	75	85	100	85	115	520	Analytic	Natural Cure	Illuminate	Hydro Pump:1,Spotlight:1,Water Gun:1,Rapid Spin:1,Recover:1,Psybeam:1,Confuse Ray:40,Meteor Beam:60	2:Flip Turn,5:Toxic,9:Hidden Power,12:Ice Beam,13:Blizzard,15:Light Screen,16:Protect,17:Hydro Pump,20:Icy Wind,23:Thunderbolt,24:Thunder,26:Return,28:Psychic,32:Reflect,33:Teleport,41:Facade,43:Rest,54:Expanding Force,72:Thunder Wave,73:Gyro Ball,81:Sleep Talk,82:Scald,84:Future Sight,85:Grass Knot,90:Flash Cannon,94:Cosmic Power,101:Dazzling Gleam,103:Psyshock,115:Trick Room,122:Surf,124:Flash,126:Waterfall	27:Pain Split,50:Snowscape,74:Substitute,116:Power Gem,122:Meteor Beam,123:Rain Dance	NONE	Water3,Water3	Stardust,Star Piece	Safari Zone Area 2:wild-superRod:9:53-55:2	3	Surge	NA	via-evolution	FALSE	NA	TRUE	FALSE	FALSE	data.js:species[121]	Measured	derived: bst, evo_stage, earliest_gate, earliest_level, flags
122	122	Mr. Mime	NONE	base	492	2	Mr. Mime	122	Mime Jr.	NONE	NONE	NONE	NONE	NONE	NA	Psychic	Fairy	50	45	65	100	120	90	470	Misty Surge	Soundproof	Solid Rock	Misty Terrain:1,Magical Leaf:1,Quick Guard:1,Wide Guard:1,Power Swap:1,Guard Swap:1,Barrier:1,Pound:1,Confusion:1,Copycat:4,Meditate:8,Double Slap:11,Mimic:15,Psywave:15,Encore:18,Light Screen:22,Reflect:22,Psybeam:25,Substitute:29,Recycle:32,Taunt:36,Psychic:39,Role Play:43,Safeguard:50,Moonblast:58,Sparkly Swirl:62,Psycho Boost:66	5:Toxic,7:Zen Headbutt,9:Hidden Power,11:Taunt,15:Light Screen,16:Protect,20:Icy Wind,23:Thunderbolt,24:Thunder,26:Return,28:Psychic,29:Shadow Ball,30:Brick Break,31:Aura Sphere,32:Reflect,33:Teleport,41:Facade,43:Rest,45:Thief,51:Focus Blast,52:Energy Ball,54:Expanding Force,59:Drain Punch,72:Thunder Wave,76:Thunder Punch,81:Sleep Talk,84:Future Sight,85:Grass Knot,86:Aerial Ace,97:Fire Punch,100:Ice Punch,101:Dazzling Gleam,103:Psyshock,111:Misty Explosion,115:Trick Room,124:Flash	1:Power-Up Punch,7:Uproar,11:Charge Beam,20:Iron Defense,32:Calm Mind,41:Foul Play,74:Substitute,76:Nasty Plot,91:Body Slam,97:Stored Power,99:Sunny Day,101:Solar Beam,112:Mystical Fire,120:Focus Punch,123:Rain Dance	Future Sight,Hypnosis,Mimic,Fake Out,Trick,Confuse Ray,Wake-Up Slap,Teeter Dance,Healing Wish,Charm,Nasty Plot,Power Split,Magic Room,Icy Wind,Psychic Terrain	Human-Like,Human-Like	Terrain Extender	NONE	3	Surge	UNK	via-evolution	FALSE	NA	FALSE	FALSE	FALSE	data.js:species[122]	Measured	derived: bst, evo_stage, earliest_gate, earliest_level, flags
123	123	Scyther	NONE	base	123	1	Scyther	123	NONE	Scizor,Kleavor	7,7	with a items[199].name199 !== 101 ? '' : evo[3] === 254 ? ' (Female)' : ' (Male)',with a items[187].name187 !== 101 ? '' : evo[3] === 254 ? ' (Female)' : ' (Male)'	199,187	Metal Coat,King's Rock	UNK	Bug	Flying	70	110	80	55	80	105	500	Steadfast	Swarm	Technician	Vacuum Wave:1,Quick Attack:1,Pounce:1,Leer:1,Focus Energy:5,Pursuit:9,False Swipe:13,Agility:17,Wing Attack:21,Fury Cutter:25,Slash:29,Razor Wind:33,Psycho Cut:36,X-Scissor:41,Night Slash:45,Double Hit:49,Feint:61	0:Close Combat,5:Toxic,9:Hidden Power,15:Light Screen,16:Protect,26:Return,30:Brick Break,41:Facade,42:Defog,43:Rest,45:Thief,46:Steel Wing,50:Roost,55:Air Slash,74:Knock Off,80:X-Scissor,81:Sleep Talk,86:Aerial Ace,88:U-turn,99:Dual Wingbeat,105:Acrobatics,110:Vacuum Wave,120:Cut,121:Fly,125:Rock Smash	13:Bug Bite,28:Tailwind,53:Swords Dance,74:Substitute,99:Sunny Day,105:Bug Buzz,114:Trailblaze,123:Rain Dance	Counter,Razor Wind,Reversal,Endure,Silver Wind,Bug Buzz,Night Slash,Defog,Steel Wing,Quick Guard	Bug,Bug	NONE	Route 16:wild-night:3:36-38:0|Safari Zone Area 1:wild-day:9:50-52:8|Safari Zone Area 1:wild-day:9:50-52:9|Cape Brink:wild-day:17:83-85:10|Cape Brink:wild-day:17:83-85:11|Cape Brink:wild-night:17:83-85:10|Cape Brink:wild-night:17:83-85:11	3	Surge	36	direct	FALSE	NA	TRUE	FALSE	FALSE	data.js:species[123]	Measured	derived: bst, evo_stage, earliest_gate, earliest_level, flags
124	124	Jynx	NONE	base	238	2	Jynx	124	Smoochum	NONE	NONE	NONE	NONE	NONE	NA	Ice	Psychic	65	50	50	115	95	100	475	NONE	Dry Skin	NONE	Psyshock:0,Drain Kiss:1,Perish Song:1,Fake Out:1,Pound:1,Psyshock:1,Icy Wind:1,Lick:5,Lovely Kiss:8,Powder Snow:11,Double Slap:15,Ice Punch:18,Psybeam:21,Mean Look:25,Fake Tears:28,Wake-Up Slap:33,Freeze-Dry:36,Avalanche:39,Ice Beam:44,Wring Out:49,Freezing Glare:52,Perish Song:55,Blizzard:60,Psystrike:65,Psycho Boost:80	5:Toxic,7:Zen Headbutt,9:Hidden Power,11:Taunt,12:Ice Beam,13:Blizzard,15:Light Screen,16:Protect,19:Hyper Voice,20:Icy Wind,26:Return,28:Psychic,29:Shadow Ball,30:Brick Break,31:Aura Sphere,32:Reflect,41:Facade,43:Rest,44:Drain Kiss,45:Thief,52:Energy Ball,54:Expanding Force,59:Drain Punch,81:Sleep Talk,85:Grass Knot,96:Frost Breath,100:Ice Punch,103:Psyshock,115:Trick Room,124:Flash	1:Power-Up Punch,7:Uproar,32:Calm Mind,50:Snowscape,74:Substitute,76:Nasty Plot,81:Alluring Voice,85:Icicle Spear,91:Body Slam,97:Stored Power,120:Focus Punch,123:Rain Dance	Meditate,Fake Out,Wish,Ice Punch,Miracle Eye,Nasty Plot,Wake-Up Slap,Captivate	Human-Like,Human-Like	Heart Scale,Heart Scale	Route 18:wild-night:9:49-51:5|Seafoam Islands B1F:wild-day:10:62-64:10|Seafoam Islands B1F:wild-day:10:62-64:11|Seafoam Islands B4F:wild-day:10:62-64:10|Seafoam Islands B4F:wild-day:10:62-64:11|Seafoam Islands B1F:wild-night:10:62-64:10|Seafoam Islands B1F:wild-night:10:62-64:11|Seafoam Islands B4F:wild-night:10:62-64:10|Seafoam Islands B4F:wild-night:10:62-64:11	1	Archer-1	NA	via-evolution	FALSE	NA	TRUE	FALSE	FALSE	data.js:species[124]	Measured	derived: bst, evo_stage, earliest_gate, earliest_level, flags
125	125	Electabuzz	NONE	base	239	2	Electabuzz	125	Elekid	Electivire	7	with a items[87].name87 !== 101 ? '' : evo[3] === 254 ? ' (Female)' : ' (Male)'	87	Link Cable	UNK	Electric	NONE	65	83	57	95	85	105	490	Iron Fist	Static	Insomnia	Thunder Punch:0,Thunder Punch:1,Quick Attack:1,Leer:1,Thunder Shock:1,Thunder Shock:5,Low Kick:8,Swift:12,Shock Wave:15,Thunder Wave:19,Electro Ball:22,Light Screen:26,Discharge:36,Screech:42,Thunderbolt:49,Thunder:55	5:Toxic,9:Hidden Power,10:Soupercell Slam,14:Electroweb,15:Light Screen,16:Protect,23:Thunderbolt,24:Thunder,26:Return,28:Psychic,30:Brick Break,31:Aura Sphere,32:Reflect,33:Teleport,39:Low Kick,41:Facade,43:Rest,45:Thief,51:Focus Blast,57:Rising Voltage,61:Iron Tail,67:Dual Chop,72:Thunder Wave,76:Thunder Punch,77:Low Sweep,81:Sleep Talk,91:Volt Switch,97:Fire Punch,98:Wild Charge,100:Ice Punch,123:Strength,124:Flash,125:Rock Smash	1:Power-Up Punch,7:Uproar,11:Charge Beam,74:Substitute,91:Body Slam,114:Trailblaze,120:Focus Punch,123:Rain Dance	Karate Chop,Barrier,Rolling Kick,Meditate,Cross Chop,Fire Punch,Ice Punch,Dynamic Punch,Feint,Hammer Arm,Focus Punch	Human-Like,Human-Like	NONE	Power Plant:wild-day:10:63-65:8|Power Plant:wild-day:10:63-65:9|Power Plant:wild-day:10:63-65:10|Power Plant:wild-day:10:63-65:11|Power Plant:wild-night:10:63-65:8|Power Plant:wild-night:10:63-65:9|Power Plant:wild-night:10:63-65:10|Power Plant:wild-night:10:63-65:11	2	Misty	NA	via-evolution	FALSE	NA	TRUE	FALSE	FALSE	data.js:species[125]	Measured	derived: bst, evo_stage, earliest_gate, earliest_level, flags
126	126	Magmar	NONE	base	240	2	Magmar	126	Magby	Magmortar	7	with a items[87].name87 !== 101 ? '' : evo[3] === 254 ? ' (Female)' : ' (Male)'	87	Link Cable	UNK	Fire	NONE	65	95	57	100	85	93	495	Insomnia	Flame Body	Magma Armor	Lava Plume:0,Smog:1,Leer:1,Lava Plume:1,Thunder Punch:1,Ember:5,Feint Attack:12,Fire Spin:15,Clear Smog:19,Flame Burst:22,Confuse Ray:26,Fire Punch:29,Lava Plume:36,Sunny Day:42,Flamethrower:49,Fire Blast:55	5:Toxic,6:Heat Wave,9:Hidden Power,16:Protect,26:Return,28:Psychic,30:Brick Break,31:Aura Sphere,34:Flamethrower,37:Fire Blast,39:Low Kick,41:Facade,43:Rest,45:Thief,49:Overheat,51:Focus Blast,56:Temper Flare,60:Will-O-Wisp,61:Iron Tail,67:Dual Chop,76:Thunder Punch,77:Low Sweep,81:Sleep Talk,97:Fire Punch,109:Scorching Sands,110:Vacuum Wave,123:Strength,125:Rock Smash	1:Power-Up Punch,2:Flame Charge,7:Uproar,74:Substitute,91:Body Slam,99:Sunny Day,120:Focus Punch,121:Flare Blitz	Karate Chop,Mega Punch,Barrier,Screech,Cross Chop,Thunder Punch,Mach Punch,Dynamic Punch,Flare Blitz,Belly Drum,Iron Tail,Focus Energy,Power Swap,Belch	Human-Like,Human-Like	NONE	Route 13:wild-night:9:48-50:3|Pokemon Mansion B1F:wild-day:11:63-65:4|Pokemon Mansion B1F:wild-night:11:63-65:4	2	Misty	NA	via-evolution	FALSE	NA	TRUE	FALSE	FALSE	data.js:species[126]	Measured	derived: bst, evo_stage, earliest_gate, earliest_level, flags
127	127	Pinsir	NONE	base	127	1	Pinsir	127	NONE	Pinsir	254	with the evo[3] === 2 ? 'move ' + moves[543].name : items[543].name	543	Pinsirite	UNK	Bug	NONE	65	125	100	55	70	85	500	Moxie	Hyper Cutter	Mold Breaker	Vise Grip:1,Focus Energy:1,Bind:4,Seismic Toss:8,Harden:11,Revenge:15,Vital Throw:18,Double Hit:22,Brick Break:26,X-Scissor:29,Submission:33,Storm Throw:36,Thrash:43,Superpower:47,Slash:50,Swords Dance:57,Megahorn:60,Double-Edge:69	0:Close Combat,5:Toxic,9:Hidden Power,16:Protect,25:Earthquake,26:Return,27:Dig,30:Brick Break,36:High Horsepower,38:Rock Tomb,41:Facade,43:Rest,45:Thief,51:Focus Blast,70:Stone Edge,74:Knock Off,79:Rock Slide,80:X-Scissor,81:Sleep Talk,95:Bulldoze,108:Superpower,120:Cut,123:Strength,125:Rock Smash	13:Bug Bite,20:Iron Defense,31:Bulk Up,47:Stealth Rock,53:Swords Dance,74:Substitute,91:Body Slam,99:Sunny Day,120:Focus Punch,123:Rain Dance	Fury Attack,Flail,Feint Attack,Quick Attack,Close Combat,Feint,Me First,Bug Bite,Superpower	Bug,Bug	NONE	Route 2:raid1:0:NA:NA|Safari Zone Area 2:wild-day:9:50-52:8|Safari Zone Area 2:wild-day:9:50-52:9|Safari Zone Area 2:wild-night:9:50-52:8|Safari Zone Area 2:wild-night:9:50-52:9|Kindle Road:fixed-gift:17:NA:NA|Berry Forest:wild-day:17:83-85:5|Berry Forest:wild-day:17:84-85:4|Berry Forest:wild-night:17:83-85:5|Berry Forest:wild-night:17:84-85:4	0	Brock	NA	direct	FALSE	NA	TRUE	FALSE	FALSE	data.js:species[127]	Measured	derived: bst, evo_stage, earliest_gate, earliest_level, flags
128	128	Tauros	NONE	base	128	1	Tauros	128	NONE	NONE	NONE	NONE	NONE	NONE	NA	Normal	NONE	75	100	95	70	70	110	520	Sheer Force	Intimidate	Anger Point	Tackle:1,Tail Whip:3,Rage:5,Horn Attack:8,Scary Face:11,Pursuit:15,Rest:19,Payback:24,Work Up:29,Raging Bull:35,Zen Headbutt:41,Swagger:48,Thrash:55,Double-Edge:63,Giga Impact:71,Head Charge:76	0:Close Combat,5:Toxic,7:Zen Headbutt,9:Hidden Power,12:Ice Beam,13:Blizzard,16:Protect,20:Icy Wind,22:Iron Head,23:Thunderbolt,24:Thunder,25:Earthquake,26:Return,34:Flamethrower,36:High Horsepower,37:Fire Blast,38:Rock Tomb,41:Facade,43:Rest,61:Iron Tail,68:Stomping Tantrum,70:Stone Edge,79:Rock Slide,81:Sleep Talk,95:Bulldoze,98:Wild Charge,112:Play Rough,120:Cut,122:Surf,123:Strength,125:Rock Smash	0:Work Up,7:Uproar,74:Substitute,91:Body Slam,99:Sunny Day,101:Solar Beam,109:Sandstorm,114:Trailblaze,121:Flare Blitz,123:Rain Dance,125:Megahorn	Curse,Endeavor	Field,Field	NONE	Route 12:raid1:3:NA:NA|Safari Zone Area 2:wild-day:9:50-52:2	3	Surge	NA	direct	FALSE	NA	TRUE	FALSE	FALSE	data.js:species[128]	Measured	derived: bst, evo_stage, earliest_gate, earliest_level, flags
129	129	Magikarp	NONE	base	129	1	Magikarp	129	NONE	Gyarados	4	at Level 20	20	NA	NA	Water	NONE	20	10	55	15	20	80	200	Hydration	Swift Swim	NONE	Splash:1,Tackle:15,Flail:30	17:Hydro Pump	21:Celebrate	NONE	Water2,Dragon	NONE	Route 21 North:wild-oldRod:0:2-4:0|Route 4 Poke Center:fixed-gift:1:NA:NA|Route 25:wild-oldRod:2:2-4:0|Celadon City:wild-oldRod:3:2-4:0|Safari Zone Area 1:wild-oldRod:9:2-4:0|Safari Zone Area 2:wild-oldRod:9:2-4:0|Safari Zone Area 3:wild-oldRod:9:2-4:0|Safari Zone Area 4:wild-oldRod:9:2-4:0|Cinnabar Island:wild-oldRod:10:2-4:0|Route 20:wild-oldRod:10:2-4:0|Route 21 South:wild-oldRod:10:2-4:0|Safari Zone Moltres' Den:wild-oldRod:10:2-4:0|Seafoam Islands B3F:wild-oldRod:10:2-4:0|Seafoam Islands B4F:wild-oldRod:10:2-4:0|Cerulean Cave 1F:wild-oldRod:12:2-4:0|Route 23:wild-goodRod:15:27-29:2|Route 23:wild-oldRod:15:2-4:0|Route 23:wild-oldRod:15:2-4:1	0	Brock	2	direct	FALSE	NA	TRUE	FALSE	FALSE	data.js:species[129]	Measured	derived: bst, evo_stage, earliest_gate, earliest_level, flags
130	130	Gyarados	NONE	base	129	2	Gyarados	130	Magikarp	Gyarados	254	with the evo[3] === 2 ? 'move ' + moves[544].name : items[544].name	544	Gyaradosite	UNK	Water	Flying	95	125	79	60	100	81	540	Moxie	Intimidate	NONE	Bite:0,Bite:1,Thrash:1,Leer:21,Twister:24,Ice Fang:27,Aqua Fang:30,Scary Face:33,Dragon Rage:36,Crunch:39,Aqua Tail:42,Hurricane:48,Rain Dance:51,Hyper Beam:54,Bounce:58,Dragon Dance:73	4:Roar,5:Toxic,9:Hidden Power,11:Taunt,12:Ice Beam,13:Blizzard,16:Protect,17:Hydro Pump,20:Icy Wind,22:Iron Head,23:Thunderbolt,24:Thunder,25:Earthquake,26:Return,32:Reflect,34:Flamethrower,37:Fire Blast,41:Facade,43:Rest,47:Hurricane,56:Temper Flare,58:Dragon Pulse,61:Iron Tail,70:Stone Edge,72:Thunder Wave,78:Dark Pulse,81:Sleep Talk,82:Scald,92:Dragon Tail,93:Scale Shot,95:Bulldoze,122:Surf,123:Strength,125:Rock Smash,126:Waterfall	7:Uproar,21:Celebrate,39:Dragon Dance,50:Snowscape,74:Substitute,89:Ice Fang,91:Body Slam,109:Sandstorm,123:Rain Dance,126:Power Whip	NONE	Water2,Dragon	NONE	Route 11:wild-superRod:9:53-55:4|Route 25:wild-superRod:9:53-55:2|Route 6:wild-superRod:9:53-55:2|Vermilion City:wild-superRod:9:53-55:4|Seafoam Islands B3F:wild-superRod:10:53-55:2|Seafoam Islands B4F:wild-superRod:10:53-55:2|Cerulean Cave B1F:wild-superRod:13:53-55:3|Cerulean Cave B1F:wild-superRod:13:53-55:4|Route 23:wild-superRod:15:53-55:3|Route 23:wild-superRod:15:53-55:4	0	Brock	NA	via-evolution	FALSE	NA	TRUE	FALSE	FALSE	data.js:species[130]	Measured	derived: bst, evo_stage, earliest_gate, earliest_level, flags
